"ZCTA5CE10,C,5","GEOID10,C,5","CLASSFP10,C,2","MTFCC10,C,5","FUNCSTAT10,C,1","ALAND10,N,14,0","AWATER10,N,14,0","INTPTLAT10,C,11","INTPTLON10,C,12"
92315,92315,B5,G6350,S,32920500,552717,34.2327962,-116.9028634
92316,92316,B5,G6350,S,28465431,14094,34.0593061,-117.3907682
86322,86322,B5,G6350,S,1000880114,41828,34.5002789,-111.8011579
92320,92320,B5,G6350,S,27511034,0,33.9904706,-117.0521026
92321,92321,B5,G6350,S,16848471,123656,34.2538164,-117.1508914
92322,92322,B5,G6350,S,7748283,0,34.2543605,-117.3264526
86323,86323,B5,G6350,S,367000044,99966,34.7783466,-112.4071427
22031,22031,B5,G6350,S,17676037,134967,38.8589163,-77.2602584
37143,37143,B5,G6350,S,72199100,0,36.1277321,-87.0312426
59724,59724,B5,G6350,S,1514991607,89141,44.6962577,-112.7620642
22032,22032,B5,G6350,S,19180091,236783,38.8177972,-77.2902053
37144,37144,B5,G6350,S,337514140,0,35.3052236,-86.6603568
37145,37145,B5,G6350,S,181549443,171613,36.3809091,-85.9170119
22033,22033,B5,G6350,S,19633839,177577,38.8752183,-77.3847133
22035,22035,B5,G6350,S,448650,11929,38.8547254,-77.3569829
43138,43138,B5,G6350,S,456372676,3172226,39.5183398,-82.4140967
49601,49601,B5,G6350,S,534386710,18346144,44.2459551,-85.5102054
49611,49611,B5,G6350,S,4069599,0,44.9736831,-84.9744886
37146,37146,B5,G6350,S,78212644,22666,36.4020672,-87.0320167
49612,49612,B5,G6350,S,61121331,16729288,44.8649225,-85.2394563
22039,22039,B5,G6350,S,61194894,2267914,38.7559630,-77.3141721
49613,49613,B5,G6350,S,60804653,7725803,44.5061202,-86.2068915
22041,22041,B5,G6350,S,7226545,348991,38.8493213,-77.1414717
49614,49614,B5,G6350,S,218677373,8222330,44.4350337,-86.1143426
43140,43140,B5,G6350,S,575476107,1820512,39.8801097,-83.4285720
43142,43142,B5,G6350,S,202223,0,39.5937149,-83.5872585
22042,22042,B5,G6350,S,17104947,116635,38.8650238,-77.1971250
37148,37148,B5,G6350,S,353951553,471931,36.5666358,-86.4952467
37149,37149,B5,G6350,S,168668879,0,35.8040006,-86.1926986
49615,49615,B5,G6350,S,180522087,26979981,44.9645513,-85.2066278
22043,22043,B5,G6350,S,12331469,15689,38.9008578,-77.1958796
43143,43143,B5,G6350,S,344230487,3489033,39.7124244,-83.2887204
43144,43144,B5,G6350,S,18194630,54699,39.5298796,-82.1950439
22044,22044,B5,G6350,S,5663130,233185,38.8620439,-77.1543717
49616,49616,B5,G6350,S,95692038,880558,44.5799327,-86.0902981
44044,44044,B5,G6350,S,143153015,1164409,41.2662835,-82.0417903
44045,44045,B5,G6350,S,2631097,226319,41.7486578,-81.2843451
23306,23306,B5,G6350,S,37765474,8500767,37.5610703,-75.8720259
44046,44046,B5,G6350,S,39916833,1892550,41.5425453,-81.0687139
23307,23307,B5,G6350,S,20180523,290825,37.4320389,-75.8711570
23308,23308,B5,G6350,S,85475084,58321294,37.8386247,-75.6601238
44047,44047,B5,G6350,S,273027579,717043,41.7279310,-80.7358744
44048,44048,B5,G6350,S,78808372,109938,41.8502551,-80.6393086
44049,44049,B5,G6350,S,926835,9889,41.2665288,-82.3057880
6232,6232,B5,G6350,S,40000346,635900,41.7329821,-72.3746584
6234,6234,B5,G6350,S,79391506,282000,41.7938861,-71.9532647
6235,6235,B5,G6350,S,50015871,352486,41.7908895,-72.1295395
6237,6237,B5,G6350,S,55858844,1587988,41.6937069,-72.3056713
6238,6238,B5,G6350,S,96804224,1744459,41.7801380,-72.3439434
6239,6239,B5,G6350,S,58977919,1227931,41.7940402,-71.8545346
6241,6241,B5,G6350,S,71068210,2539697,41.8539014,-71.8473709
6242,6242,B5,G6350,S,67477727,971479,41.8955903,-72.0933042
6243,6243,B5,G6350,S,903761,257961,41.8448695,-71.8050289
6247,6247,B5,G6350,S,88112009,1091791,41.7678005,-72.0750258
6248,6248,B5,G6350,S,54482897,427663,41.6885848,-72.4086706
6249,6249,B5,G6350,S,140113252,2986571,41.6329550,-72.2400896
6250,6250,B5,G6350,S,43780991,2244781,41.7729549,-72.1984464
6254,6254,B5,G6350,S,50476283,205575,41.6212115,-72.1426091
85335,85335,B5,G6350,S,25826822,148901,33.5922832,-112.3276915
85336,85336,B5,G6350,S,9943072,40152,32.5487572,-114.7887339
91326,91326,B5,G6350,S,21131461,21286,34.2814858,-118.5560050
91330,91330,B5,G6350,S,872529,0,34.2476127,-118.5260827
91331,91331,B5,G6350,S,22928447,120343,34.2554415,-118.4213135
85337,85337,B5,G6350,S,1476284968,27588,32.9640322,-112.7043428
91335,91335,B5,G6350,S,17002132,80913,34.2001746,-118.5409577
91340,91340,B5,G6350,S,8757195,0,34.2866872,-118.4350795
85338,85338,B5,G6350,S,191085383,33231,33.3729747,-112.4108287
91342,91342,B5,G6350,S,142731221,700293,34.3265845,-118.3822613
85339,85339,B5,G6350,S,550277875,530910,33.2376658,-112.1585871
91343,91343,B5,G6350,S,15310110,34625,34.2379121,-118.4823056
75216,75216,B5,G6350,S,37851981,440132,32.7113237,-96.7812147
80537,80537,B5,G6350,S,274524912,10140357,40.3632046,-105.1766796
70548,70548,B5,G6350,S,1320998361,73236472,29.8129648,-92.4051550
70549,70549,B5,G6350,S,304475578,19360651,30.0691493,-92.8047003
70550,70550,B5,G6350,S,952475,0,30.5185944,-92.1876568
70552,70552,B5,G6350,S,47122185,106623,30.0675521,-91.6727173
75217,75217,B5,G6350,S,70767685,2504767,32.7103063,-96.6785494
70554,70554,B5,G6350,S,298394769,636401,30.6181799,-92.4843463
80538,80538,B5,G6350,S,279779175,12767475,40.4575210,-105.0507607
75218,75218,B5,G6350,S,18098366,45658,32.8419874,-96.7025735
70555,70555,B5,G6350,S,128264514,90986,30.0814004,-92.1458538
70556,70556,B5,G6350,S,16525140,814880,30.1956779,-92.5571291
70558,70558,B5,G6350,S,307936,0,30.1005250,-92.0757592
80540,80540,B5,G6350,S,409956562,1172541,40.2356944,-105.3645494
75219,75219,B5,G6350,S,5677447,0,32.8118128,-96.8128982
70559,70559,B5,G6350,S,213036536,1729717,30.1287847,-92.5026678
80542,80542,B5,G6350,S,23220491,767089,40.2350812,-104.9993861
80543,80543,B5,G6350,S,81627639,805637,40.3496789,-104.8574515
80544,80544,B5,G6350,S,128817,0,40.1034116,-105.1710932
75220,75220,B5,G6350,S,29314536,986441,32.8685290,-96.8761182
80545,80545,B5,G6350,S,732638025,2625462,40.8745899,-105.6377116
80546,80546,B5,G6350,S,198281,0,40.5252418,-104.8496960
75223,75223,B5,G6350,S,8941342,0,32.7922439,-96.7440028
80547,80547,B5,G6350,S,7901138,51203,40.5266301,-104.9653645
75224,75224,B5,G6350,S,15131174,28761,32.7114054,-96.8385913
80549,80549,B5,G6350,S,528890442,9562213,40.8575793,-105.0441498
70560,70560,B5,G6350,S,522463811,29868726,29.9219433,-91.8786692
19549,19549,B5,G6350,S,3607607,27390,40.5845180,-76.0200345
19550,19550,B5,G6350,S,4168732,30472,40.4549393,-76.2494322
19551,19551,B5,G6350,S,64454807,771949,40.3617878,-76.1373196
19554,19554,B5,G6350,S,1159801,0,40.5128767,-76.1037347
19555,19555,B5,G6350,S,35320386,1678134,40.4943812,-75.9539208
19559,19559,B5,G6350,S,731147,2518,40.4952226,-76.1824013
19560,19560,B5,G6350,S,21065416,151717,40.4061817,-75.8938013
19562,19562,B5,G6350,S,2635537,3280,40.5053788,-75.7026531
19564,19564,B5,G6350,S,534289,0,40.5187310,-75.8783103
19565,19565,B5,G6350,S,49453116,1114671,40.3425055,-76.0882402
19567,19567,B5,G6350,S,58470567,151570,40.3883893,-76.2097848
45326,45326,B5,G6350,S,59744920,38799,40.1399096,-84.0944569
45327,45327,B5,G6350,S,124365408,36219,39.6287601,-84.4030051
45328,45328,B5,G6350,S,1032188,3233,40.1161957,-84.4962328
45330,45330,B5,G6350,S,2251756,2167,39.6482718,-84.5286680
45331,45331,B5,G6350,S,387234005,1489810,40.0986059,-84.6505456
45332,45332,B5,G6350,S,32930857,159104,39.9845688,-84.7922274
45333,45333,B5,G6350,S,57401315,632336,40.2494646,-84.3317735
45334,45334,B5,G6350,S,66594214,61848,40.4432706,-84.0434501
45335,45335,B5,G6350,S,219902107,955450,39.6397995,-83.7412047
45336,45336,B5,G6350,S,1986800,9902,40.4427447,-84.2572635
45337,45337,B5,G6350,S,53042894,59700,39.9814737,-84.4226004
45338,45338,B5,G6350,S,131690259,414917,39.8497509,-84.5435485
45339,45339,B5,G6350,S,37002852,621396,40.0127587,-84.3420304
45340,45340,B5,G6350,S,59815389,133522,40.3685711,-84.0521520
45341,45341,B5,G6350,S,15699645,941660,39.8755849,-84.0244583
45342,45342,B5,G6350,S,89838659,1096749,39.6293380,-84.2759685
45344,45344,B5,G6350,S,171042571,602287,39.9538744,-84.0096170
45345,45345,B5,G6350,S,56344405,0,39.7378128,-84.4074706
45346,45346,B5,G6350,S,108757038,174234,39.9821152,-84.7099560
45347,45347,B5,G6350,S,142793050,590836,39.8842657,-84.7514893
45348,45348,B5,G6350,S,78463983,349762,40.3291571,-84.6454643
45349,45349,B5,G6350,S,695180,0,39.9884788,-83.9415934
45350,45350,B5,G6350,S,491695,0,40.3243391,-84.5737403
17097,17097,B5,G6350,S,7807978,0,40.5800984,-76.6774281
17098,17098,B5,G6350,S,25205630,0,40.5889570,-76.6323275
17099,17099,B5,G6350,S,3972808,48086,40.6322416,-77.5764382
17101,17101,B5,G6350,S,1227958,1515109,40.2586545,-76.8943764
17102,17102,B5,G6350,S,2032006,2214933,40.2703699,-76.9052788
17103,17103,B5,G6350,S,5327414,0,40.2759648,-76.8663326
17104,17104,B5,G6350,S,6955035,1794170,40.2545055,-76.8621762
17109,17109,B5,G6350,S,19464488,0,40.2899530,-76.8243141
17110,17110,B5,G6350,S,33059123,11589077,40.3158131,-76.8864356
17111,17111,B5,G6350,S,47724582,45088,40.2678309,-76.7873697
17112,17112,B5,G6350,S,178728019,0,40.3731014,-76.7765114
17113,17113,B5,G6350,S,11046290,6343449,40.2259836,-76.8279944
17120,17120,B5,G6350,S,246179,0,40.2651855,-76.8828046
17201,17201,B5,G6350,S,49063910,0,39.9610560,-77.6561654
17202,17202,B5,G6350,S,308313441,89717,39.8751251,-77.6090754
17210,17210,B5,G6350,S,31028801,13687,40.1963449,-77.6691374
17211,17211,B5,G6350,S,64820536,45620,39.7541495,-78.4009663
17212,17212,B5,G6350,S,91273815,6256,39.8126336,-78.0642873
17213,17213,B5,G6350,S,103130926,9786,40.2441920,-77.7712248
17214,17214,B5,G6350,S,10303651,0,39.7481105,-77.4713200
17215,17215,B5,G6350,S,30883859,15758,40.0782365,-77.8929450
17217,17217,B5,G6350,S,9995049,0,40.2386252,-77.7215673
17219,17219,B5,G6350,S,33901505,3264,40.2497979,-77.6832142
17220,17220,B5,G6350,S,33797584,14129,40.1915748,-77.7389785
17221,17221,B5,G6350,S,26709111,176662,40.0681253,-77.8164843
17222,17222,B5,G6350,S,152348083,705924,39.8964055,-77.4939405
17223,17223,B5,G6350,S,28202456,48630,40.0864997,-77.9427521
17224,17224,B5,G6350,S,94897223,0,39.9679412,-77.8974783
17225,17225,B5,G6350,S,210894936,357723,39.7835061,-77.7628704
17228,17228,B5,G6350,S,74271733,0,39.9870996,-78.0933625
17229,17229,B5,G6350,S,70368651,13580,40.0840041,-78.0101395
4623,4623,B5,G6350,S,352552302,3954884,44.7444670,-67.7336578
4624,4624,B5,G6350,S,14783419,18125300,44.4239506,-67.9858759
4625,4625,B5,G6350,S,5470254,11644244,44.2563704,-68.2662821
4626,4626,B5,G6350,S,121636445,67770777,44.6690227,-67.2219896
4627,4627,B5,G6350,S,55581441,61714724,44.2370098,-68.6078455
4628,4628,B5,G6350,S,225037255,13102830,44.8731132,-67.2810781
4629,4629,B5,G6350,S,5875674,15685,44.4226941,-68.5060491
4630,4630,B5,G6350,S,226523590,39937091,44.8703235,-67.4765530
4631,4631,B5,G6350,S,9470697,22804867,44.9109583,-67.0089131
4634,4634,B5,G6350,S,273921454,30507561,44.6509669,-68.2212712
4635,4635,B5,G6350,S,11499124,44988294,44.1722340,-68.3514824
4637,4637,B5,G6350,S,232098989,85122429,45.1969158,-67.8161734
4640,4640,B5,G6350,S,71740296,22870742,44.5245724,-68.2852501
4642,4642,B5,G6350,S,14644635,546827,44.3305843,-68.8099473
4643,4643,B5,G6350,S,55170356,57114144,44.5380266,-67.8185383
4644,4644,B5,G6350,S,12857,0,44.4138353,-68.2520762
4645,4645,B5,G6350,S,32428316,73218005,44.0665743,-68.6157497
98239,98239,B5,G6350,S,75803716,34548709,48.1964975,-122.6579539
98240,98240,B5,G6350,S,53583341,57318,48.9482253,-122.6206841
98241,98241,B5,G6350,S,1059706566,6556495,48.2040094,-121.1404983
98243,98243,B5,G6350,S,13302677,26163544,48.6089779,-123.0036538
98244,98244,B5,G6350,S,1264698861,12843977,48.8318106,-121.9338292
83401,83401,B5,G6350,S,404954498,4121375,43.5424095,-111.8779360
98245,98245,B5,G6350,S,82850419,30830855,48.6196627,-122.8717699
98247,98247,B5,G6350,S,164989865,3039174,48.9118123,-122.3302020
98248,98248,B5,G6350,S,183455133,5983286,48.8644008,-122.6194063
98249,98249,B5,G6350,S,41291153,22831562,48.0142361,-122.5427943
98250,98250,B5,G6350,S,160989030,117999968,48.5712636,-123.1134824
83402,83402,B5,G6350,S,392705468,4314643,43.5348865,-112.1744672
98251,98251,B5,G6350,S,394709992,6501090,47.9115286,-121.6064173
98252,98252,B5,G6350,S,692274225,5334207,48.0725605,-121.6896057
98253,98253,B5,G6350,S,32118442,15897676,48.0923974,-122.5765373
98255,98255,B5,G6350,S,1335209,0,48.5221521,-121.9894087
98256,98256,B5,G6350,S,218620944,860045,47.8215251,-121.4065436
98257,98257,B5,G6350,S,47446784,5655262,48.4060245,-122.5121474
78501,78501,B5,G6350,S,39724579,11292,26.2158162,-98.2395915
78503,78503,B5,G6350,S,43926391,428698,26.1623321,-98.2487015
78504,78504,B5,G6350,S,45796091,0,26.2719652,-98.2365699
78516,78516,B5,G6350,S,98505403,580317,26.1445389,-98.1213121
78520,78520,B5,G6350,S,94621172,6329879,25.9632642,-97.5504526
78521,78521,B5,G6350,S,241283593,72205487,25.9439231,-97.3179440
78526,78526,B5,G6350,S,114269282,4237348,25.9893179,-97.4431376
78535,78535,B5,G6350,S,3164513,10483,26.2528323,-97.7435955
78536,78536,B5,G6350,S,154438768,0,26.6492821,-98.4511251
78537,78537,B5,G6350,S,161820098,2459809,26.1619001,-98.0586570
78538,78538,B5,G6350,S,183919654,9733741,26.3745414,-97.9802803
78539,78539,B5,G6350,S,34033187,149098,26.2806891,-98.1832948
78541,78541,B5,G6350,S,748520177,1568032,26.4503535,-98.2768659
78542,78542,B5,G6350,S,440061689,275537,26.4514765,-98.0920020
78543,78543,B5,G6350,S,15411507,0,26.2973749,-97.9999734
78545,78545,B5,G6350,S,34328500,6393924,26.5871735,-99.1198708
78548,78548,B5,G6350,S,10127733,0,26.2748265,-98.6548235
78549,78549,B5,G6350,S,71703243,268853,26.4571434,-98.0354153
78550,78550,B5,G6350,S,247576234,2498649,26.2555228,-97.6675016
78552,78552,B5,G6350,S,127380193,1032714,26.1937818,-97.7506903
78557,78557,B5,G6350,S,30381049,840347,26.1134145,-98.2411542
78558,78558,B5,G6350,S,3515063,0,26.3078308,-98.0393608
78559,78559,B5,G6350,S,91250059,2288136,26.1488311,-97.8311124
78560,78560,B5,G6350,S,34999203,2671627,26.2428094,-98.4944896
24935,24935,B5,G6350,S,74409775,1171498,37.5665304,-80.8084927
24938,24938,B5,G6350,S,71936858,256722,37.8934920,-80.3871878
24941,24941,B5,G6350,S,182777509,249000,37.5880106,-80.3467044
24944,24944,B5,G6350,S,77478716,0,38.3896586,-79.7836800
24945,24945,B5,G6350,S,43139384,153006,37.5419775,-80.6771934
24946,24946,B5,G6350,S,455479891,1108776,38.1844202,-80.2623116
24951,24951,B5,G6350,S,95170251,28450,37.4842541,-80.6436116
24954,24954,B5,G6350,S,737445236,1982803,38.2249073,-80.0560494
24957,24957,B5,G6350,S,9771659,8148,37.8853943,-80.4250025
24962,24962,B5,G6350,S,8215779,473177,37.6624040,-80.7183573
24963,24963,B5,G6350,S,138909174,1068095,37.4364135,-80.7584919
24966,24966,B5,G6350,S,510350655,3398040,38.0785045,-80.3625985
14094,14094,B5,G6350,S,315801568,597032,43.1577575,-78.7019948
14098,14098,B5,G6350,S,119284901,0,43.3343727,-78.3806159
14101,14101,B5,G6350,S,109893815,1550413,42.3926514,-78.5382025
14102,14102,B5,G6350,S,9862838,26672,42.8370257,-78.5577249
14103,14103,B5,G6350,S,207068873,1281083,43.2111611,-78.3767700
14105,14105,B5,G6350,S,121985752,708105,43.1991660,-78.4839029
14108,14108,B5,G6350,S,70163126,0,43.2633434,-78.7269495
14109,14109,B5,G6350,S,1229167,0,43.1379524,-79.0341344
14111,14111,B5,G6350,S,93421461,447040,42.5802550,-78.9046914
63019,63019,B5,G6350,S,8492375,1112998,38.2263616,-90.3769921
63020,63020,B5,G6350,S,366609380,1635213,38.1009709,-90.5655494
63021,63021,B5,G6350,S,56489776,1034831,38.5698402,-90.5456887
63023,63023,B5,G6350,S,181933205,381213,38.2686300,-90.6988239
63025,63025,B5,G6350,S,103596775,2973197,38.4875300,-90.6201185
63026,63026,B5,G6350,S,65526977,1804205,38.5033484,-90.4609676
63028,63028,B5,G6350,S,316704960,3312533,38.1379193,-90.3921822
63030,63030,B5,G6350,S,50647554,325284,38.1139450,-90.7270865
63031,63031,B5,G6350,S,38008763,2907546,38.8120463,-90.3536198
63033,63033,B5,G6350,S,32020785,55816,38.7999348,-90.2746376
63034,63034,B5,G6350,S,48492379,6006874,38.8483037,-90.2884232
63036,63036,B5,G6350,S,69605691,1222711,37.9820086,-90.3674572
63037,63037,B5,G6350,S,212485485,411932,38.4287281,-91.3038510
63038,63038,B5,G6350,S,54205551,159595,38.5770475,-90.6677584
63039,63039,B5,G6350,S,9914167,22379,38.4944959,-90.8392946
63040,63040,B5,G6350,S,11744871,0,38.5729504,-90.6350308
63041,63041,B5,G6350,S,35740653,109670,38.2601323,-90.7875289
63042,63042,B5,G6350,S,31551918,170774,38.7841297,-90.3837308
63043,63043,B5,G6350,S,36683719,930646,38.7288626,-90.4619547
63044,63044,B5,G6350,S,39179740,1858078,38.7727912,-90.4300459
63045,63045,B5,G6350,S,4637047,425357,38.7692049,-90.4634661
63047,63047,B5,G6350,S,567836,0,38.1955005,-90.4874171
99721,99721,B5,G6350,S,12521154,139518,68.1549323,-151.7052005
99722,99722,B5,G6350,S,31060195,5697394,68.0919440,-145.6040614
99723,99723,B5,G6350,S,53780017,10051227,71.2534997,-156.8000715
99724,99724,B5,G6350,S,52536187,2017967,66.3832836,-147.3200184
99726,99726,B5,G6350,S,5947541567,80915444,67.1686389,-152.2852151
99727,99727,B5,G6350,S,1424507,0,65.9759120,-161.1386609
99729,99729,B5,G6350,S,1541470204,10149142,63.0061660,-149.4007162
99730,99730,B5,G6350,S,19409375842,37300353,65.6498041,-145.5879706
99732,99732,B5,G6350,S,847514475,0,64.0717457,-142.0075794
99733,99733,B5,G6350,S,276967049,1398608,65.8385806,-144.1754302
99734,99734,B5,G6350,S,521306497,313810157,70.4282063,-149.2875343
99736,99736,B5,G6350,S,4311281,29187,66.0849777,-162.7614970
99737,99737,B5,G6350,S,11118026814,228431338,63.7795345,-145.0983226
99738,99738,B5,G6350,S,18574554018,152350026,65.7565239,-142.2282913
99739,99739,B5,G6350,S,3509189640,26903735,64.9587036,-162.4968330
99740,99740,B5,G6350,S,23590740957,546554908,67.9404350,-144.9494811
99741,99741,B5,G6350,S,45888475,16778261,64.7361460,-156.8730090
99742,99742,B5,G6350,S,28230077,50385499,63.7772011,-171.7257101
99743,99743,B5,G6350,S,13926730779,9448445,63.6811063,-150.0265438
99744,99744,B5,G6350,S,85862699,7244562,64.3082809,-149.1631867
99745,99745,B5,G6350,S,10212134,2934838,66.0447470,-154.2368624
99746,99746,B5,G6350,S,19930494089,161696375,65.6412359,-158.3442297
70632,70632,B5,G6350,S,252821927,24768774,29.8369449,-93.0577660
80722,80722,B5,G6350,S,89405908,46402,40.5066128,-103.2716605
75401,75401,B5,G6350,S,269291908,2579635,33.1890021,-96.1088292
70633,70633,B5,G6350,S,405605148,1980746,30.4260053,-93.3912898
80723,80723,B5,G6350,S,751888929,445176,40.1936806,-103.5433286
80726,80726,B5,G6350,S,409179061,2942869,40.9050417,-102.7930467
75402,75402,B5,G6350,S,233878239,3198264,33.0682912,-96.0843715
80727,80727,B5,G6350,S,531673065,101106,40.0758287,-102.5109885
80728,80728,B5,G6350,S,939233402,0,40.6448662,-102.8738720
75407,75407,B5,G6350,S,128278641,40983717,33.1519846,-96.4694156
80729,80729,B5,G6350,S,1869788436,630674,40.8844000,-104.2692327
75409,75409,B5,G6350,S,207763427,2606693,33.3555000,-96.5163128
80731,80731,B5,G6350,S,974540159,135926,40.5944498,-102.6003277
80733,80733,B5,G6350,S,81847801,7025967,40.3713864,-103.4505354
75410,75410,B5,G6350,S,213029986,30646713,32.7902029,-95.6319824
75411,75411,B5,G6350,S,203309428,15456152,33.8665419,-95.6397234
70634,70634,B5,G6350,S,1170037558,12584463,30.7933565,-93.2400670
70637,70637,B5,G6350,S,104085083,567438,30.6976446,-92.9634634
70638,70638,B5,G6350,S,74143789,547926,30.8494992,-92.7972256
75412,75412,B5,G6350,S,393461623,3811903,33.8018677,-95.1519662
75413,75413,B5,G6350,S,3637331,0,33.4414403,-96.1791628
70639,70639,B5,G6350,S,177328877,1814507,30.9782675,-93.4911394
80734,80734,B5,G6350,S,1262374426,313398,40.5198914,-102.2919524
70640,70640,B5,G6350,S,3001498,19636,30.3718885,-92.9046129
75414,75414,B5,G6350,S,126034933,871348,33.6236449,-96.4278667
75415,75415,B5,G6350,S,27221633,267185,33.4622178,-95.7574614
80735,80735,B5,G6350,S,758543158,7681056,39.7098238,-102.2731641
70643,70643,B5,G6350,S,876305879,322701684,29.8205563,-92.8115534
70644,70644,B5,G6350,S,35363277,47849,30.7923451,-92.9455958
75416,75416,B5,G6350,S,191692262,1938843,33.6838694,-95.3447327
80736,80736,B5,G6350,S,294694747,170071,40.8118151,-103.0272367
23602,23602,B5,G6350,S,34596771,2474575,37.1134155,-76.5179465
34119,34119,B5,G6350,S,59220955,2218027,26.2682359,-81.7140496
23603,23603,B5,G6350,S,18760345,938808,37.1910568,-76.5645354
23604,23604,B5,G6350,S,31373052,3582818,37.1050260,-76.5747918
34120,34120,B5,G6350,S,391838428,9741858,26.3261008,-81.5700933
54451,54451,B5,G6350,S,899458213,4709104,45.1973897,-90.4076514
23605,23605,B5,G6350,S,9732472,7738,37.0179491,-76.4357811
34134,34134,B5,G6350,S,29872893,11718973,26.3530324,-81.8240504
23606,23606,B5,G6350,S,24273578,27188590,37.0644080,-76.5216379
23607,23607,B5,G6350,S,15645110,40417861,36.9705147,-76.4243390
34135,34135,B5,G6350,S,94791604,3308231,26.3555489,-81.7543223
34137,34137,B5,G6350,S,25503046,246058,25.9427460,-81.3831780
54452,54452,B5,G6350,S,1145246472,15784237,45.2177291,-89.7936429
34138,34138,B5,G6350,S,1724912,12290186,25.8165123,-81.3685692
54454,54454,B5,G6350,S,118043478,1091477,44.6067149,-89.8828817
53549,53549,B5,G6350,S,180988077,2581998,42.9844861,-88.7655846
61883,61883,B5,G6350,S,55137974,0,40.0373926,-87.6415232
61884,61884,B5,G6350,S,66203857,146033,40.0891598,-88.4778139
53550,53550,B5,G6350,S,124109360,18544,42.5528419,-89.4939301
53551,53551,B5,G6350,S,109372473,6317760,43.0818150,-88.9156501
53553,53553,B5,G6350,S,22579553,0,42.9078332,-90.3021758
61910,61910,B5,G6350,S,268507880,330878,39.6771848,-88.2979382
53554,53554,B5,G6350,S,121170659,13077,42.9086629,-90.4406798
61911,61911,B5,G6350,S,163016193,43701,39.7009376,-88.4693222
53555,53555,B5,G6350,S,206483935,17807584,43.3201542,-89.5557837
61912,61912,B5,G6350,S,131375798,209213,39.5223865,-88.0408205
53556,53556,B5,G6350,S,120540515,2638656,43.2381145,-90.2455146
53557,53557,B5,G6350,S,14609738,459096,43.3389517,-88.7976530
61913,61913,B5,G6350,S,107992339,0,39.8275550,-88.4660898
53558,53558,B5,G6350,S,44973277,2551233,42.9971415,-89.2754881
61914,61914,B5,G6350,S,153447098,1456680,39.6303426,-88.7624485
53559,53559,B5,G6350,S,164866734,1707677,43.1655731,-89.0819011
61917,61917,B5,G6350,S,164873383,0,39.7141997,-87.8977246
63839,63839,B5,G6350,S,4196029,0,36.0447359,-89.8135778
63841,63841,B5,G6350,S,345345777,1536707,36.7713162,-89.9844510
58401,58401,B5,G6350,S,1093442020,20895498,46.8843694,-98.7666551
58402,58402,B5,G6350,S,446367,0,46.8803480,-98.6872046
58405,58405,B5,G6350,S,118573,0,46.9152844,-98.6995028
63845,63845,B5,G6350,S,528648867,17269938,36.7121990,-89.3259518
63846,63846,B5,G6350,S,284961368,1649672,36.8262589,-89.7993474
48213,48213,B5,G6350,S,16923454,0,42.3979307,-82.9952132
48214,48214,B5,G6350,S,13014076,1565598,42.3651159,-82.9876441
48215,48215,B5,G6350,S,10395930,0,42.3750512,-82.9543435
48216,48216,B5,G6350,S,5747391,0,42.3264846,-83.0787463
86324,86324,B5,G6350,S,433005648,380983,34.8574413,-112.1204271
86325,86325,B5,G6350,S,155313545,0,34.7345632,-111.8979256
92324,92324,B5,G6350,S,76426830,1855431,34.0245196,-117.2892551
92325,92325,B5,G6350,S,26132629,363682,34.2434815,-117.2813041
92327,92327,B5,G6350,S,73100938,623274,34.8635853,-116.8620586
92328,92328,B5,G6350,S,1815796142,13085592,36.5978090,-116.8274037
92332,92332,B5,G6350,S,2317358993,0,34.9124291,-115.3420911
86326,86326,B5,G6350,S,140175029,0,34.7000307,-112.0236342
92333,92333,B5,G6350,S,10813400,0,34.2706011,-116.9493087
86327,86327,B5,G6350,S,518276222,0,34.5713190,-112.1050205
92335,92335,B5,G6350,S,44878477,71381,34.0859715,-117.4645969
86329,86329,B5,G6350,S,95804080,0,34.4716294,-112.2249982
86331,86331,B5,G6350,S,112659705,0,34.7268418,-112.1438722
86332,86332,B5,G6350,S,1265204409,0,34.3205359,-112.6329323
92336,92336,B5,G6350,S,64410822,249599,34.1477179,-117.4645060
92337,92337,B5,G6350,S,36074097,0,34.0498092,-117.4706135
92338,92338,B5,G6350,S,625020699,0,34.7826991,-116.1905637
92339,92339,B5,G6350,S,27378445,0,34.0936610,-116.9362217
92341,92341,B5,G6350,S,18302538,41419,34.2366428,-117.0628377
86333,86333,B5,G6350,S,1277544435,24814,34.3230411,-112.0819700
92342,92342,B5,G6350,S,273172399,1917254,34.7570474,-117.3501419
86334,86334,B5,G6350,S,588569484,57670,34.9490425,-112.5445602
86335,86335,B5,G6350,S,480040548,36349,34.6947235,-111.6731517
92344,92344,B5,G6350,S,99724740,0,34.3911450,-117.4057219
86336,86336,B5,G6350,S,584766917,129442,34.9098861,-111.8672519
86337,86337,B5,G6350,S,3147077359,199507,35.3597894,-113.0311009
86338,86338,B5,G6350,S,719697356,0,34.5817515,-112.7538357
86343,86343,B5,G6350,S,265620126,15578,34.1769828,-112.2999856
86351,86351,B5,G6350,S,103534646,0,34.7784471,-111.7850687
92345,92345,B5,G6350,S,212436967,605262,34.3761585,-117.2943965
92346,92346,B5,G6350,S,65842086,331298,34.1267792,-117.1831041
92347,92347,B5,G6350,S,379685443,947857,34.9574060,-117.2196064
92352,92352,B5,G6350,S,24991264,3045997,34.2599710,-117.1993806
